Type,Classify,Stratify,Parameter,Method,PT inj_WT_B1_6OH_N1,PT inj_WT_B1_6OH_N2,PT inj_WT_B1_6OH_N3,PT inj_WT_B1_6OH_N4(1),PT inj_WT_B1_6OH_N5,PT inj_WT_B1_6OH_N6,PT inj_WT_B1_6OH_N7(2),PT inj_WT_B1_veh_N1,PT inj_WT_B1_veh_N2,PT inj_WT_B1_veh_N3(3),PT inj_WT_B1_veh_N4(1),PT inj_WT_B1_veh_N5,PT inj_WT_B1_veh_N6
step,None,step length_low,bend angle reached,mean,1.2778791022499272,1.5354717214869382,1.3123387118802687,1.2129791680359687,1.0681039790110358,1.2593874030538057,1.2254234311818724,1.402193953726861,1.2704369702842457,1.4800723706448127,0.8958660980451861,1.004575101401529,1.4661947670228668
step,None,step length_mid,bend angle reached,mean,0.8442583218647325,1.6532265358443752,1.2809322523235662,1.0409816601972357,1.096999369534095,0.8768611681824269,1.2419012832792486,1.3916131424527598,1.0467154037968252,1.5784068132857032,0.8421638738061253,0.8207240472435059,1.2150918903146115
step,None,step length_high,bend angle reached,mean,1.029480072007555,1.4229112372294734,1.449227503491508,1.1220208032257863,1.2081015380968425,0.9356262205766641,1.4481954349835864,1.4255896438687943,0.8384007025533347,1.55549937138897,0.681999092553174,0.7508523809784893,1.2616710061997176
step,None,step length_low,bend angle traveled,mean,1.848294686639257,3.129388888412126,2.9919754926086535,2.120328907547691,1.8018284812697125,1.9169451814486054,1.984473536589904,2.5492860197665976,2.1893910053115953,2.9782864609628077,1.575813693414594,1.4840482711484237,2.923290375330889
step,None,step length_mid,bend angle traveled,mean,1.6821897396986778,3.490662738695276,3.2207240512637303,2.15296297111642,2.430564573721166,1.9484827555516147,2.540657716247862,2.986637216769225,2.050860369621897,3.186336531220141,1.5608305395095468,1.7621812902088883,2.69479079041416
step,None,step length_high,bend angle traveled,mean,2.1220511691489286,3.2845844115716725,3.485335880589417,2.4428271540545845,2.7313448403159533,2.3949342998387446,2.8309087039599796,3.191894478591562,2.3278727973980877,3.3215143789987938,1.5064739332812935,1.9199759410343544,3.132528845536616
step,None,step length_low,bend angular velocity,mean,14.641073087413487,23.03086650619896,22.693812168775807,15.270270984049077,13.02341500287599,17.518274257386846,15.040376637601794,18.827222703358707,18.568213644276543,21.147367607327247,14.110380350962139,14.412211112882762,20.61867330433184
step,None,step length_mid,bend angular velocity,mean,11.75337579132922,25.982290453312856,24.18013154829452,16.477435038521154,17.325298919793955,15.004679840997428,18.038119123487338,21.435406237700796,17.314865906628114,23.529907811968695,11.764840795882241,16.27603806277698,21.044424726262047
step,None,step length_high,bend angular velocity,mean,15.828617392634765,25.87887837736652,28.74421828585823,19.051098064754335,19.942799190444944,16.76836865735669,21.67677087339866,24.18480653830226,19.647681267097273,25.586753795589534,11.283494514291482,16.75698273421659,26.653838231728052
step,None,step length_low,bend dur,mean,0.13111111111111115,0.18700000000000003,0.16234042553191488,0.16054054054054054,0.1608571428571429,0.11810344827586207,0.1651515151515152,0.13023809523809524,0.1330769230769231,0.19342857142857142,0.11870967741935486,0.10876712328767121,0.18878048780487805
step,None,step length_mid,bend dur,mean,0.18379310344827587,0.18534482758620693,0.1697872340425532,0.18408450704225354,0.19666666666666668,0.15699115044247786,0.1942857142857143,0.19457831325301203,0.142109375,0.20164179104477614,0.1511290322580645,0.13153846153846158,0.16304878048780486
step,None,step length_high,bend dur,mean,0.19622222222222227,0.16166666666666668,0.15276595744680851,0.17270270270270272,0.1845714285714286,0.1896551724137931,0.17090909090909093,0.1738095238095238,0.1566153846153846,0.17685714285714288,0.16338709677419355,0.1526027397260274,0.1573170731707317
step,None,step length_low,bend pos,mean,0.3382910680415852,0.4484827674619232,0.33639689196695427,0.3094873927795571,0.36768619643073625,0.3638912477152248,0.3725986594172469,0.371049993188389,0.3445399465937702,0.4275874775503943,0.2965081241214646,0.2558432874481925,0.4082298777570165
step,None,step length_mid,bend pos,mean,0.26837519014082095,0.4598388329489333,0.35623498481790206,0.3385040966862862,0.32148953212316234,0.26553947801072775,0.3897046878592123,0.36461748697676516,0.2839104470422073,0.4451588619693522,0.25603807187997163,0.20739130270689418,0.37892447283165775
step,None,step length_high,bend pos,mean,0.3201988469407805,0.40014271922440076,0.4046280006708808,0.3668163614290871,0.36500397958888325,0.3035934396345847,0.4575312165458546,0.37830637112329146,0.23969735847669063,0.4630558094204347,0.21694809754458794,0.21255064311200828,0.38713828787235677
step,None,speed change_low,current speed,mean,0.24149737612259925,0.6287161725417657,0.5574215574062257,0.2610838291898572,0.3529413481557806,0.30800019925490546,0.37900975707063117,0.4056841632514877,0.29141280918800544,0.43300442235947517,0.2046936769637257,0.28634076189082514,0.4597257909783185
step,None,speed change_mid,current speed,mean,0.2872681333503536,0.5294871423031916,0.5839090484222401,0.32973867991969646,0.36470064962191595,0.3142014233739829,0.43756549060344074,0.4285678587324079,0.3196383004667155,0.3803042393489379,0.20117110374398015,0.26454351520222197,0.4869898795366545
step,None,speed change_high,current speed,mean,0.30841249189676145,0.6131766919617911,0.6599867113226104,0.39429415723565003,0.39999934986651525,0.345314235019567,0.4653733370553251,0.49405106051944353,0.3748249158380624,0.4998397583330618,0.21517534437816413,0.3011129991377133,0.5845315723201469
step,None,speed change_low,step length,mean,0.0677598765671322,0.30828894158670106,0.16787277375068793,0.09133007348709815,0.15432104575588282,0.0874531285821319,0.15876222697536183,0.11800154682826178,0.0684623488743072,0.18447254113473663,0.05197610672404457,0.06776120766408561,0.17379487181351785
step,None,speed change_mid,step length,mean,0.12804359190888764,0.34053986021152727,0.24472878397129164,0.17824983110559453,0.18699662125713776,0.10482246891010998,0.23469145960160243,0.18811349158083854,0.0967443327436585,0.21947289505810583,0.06871949004987007,0.07393779724182148,0.2316990900288145
step,None,speed change_high,step length,mean,0.17010778592139866,0.3888571855548398,0.30962280808462644,0.2650129024031324,0.2493214854351585,0.14410696147591634,0.3426376452070549,0.3032682949131412,0.1557067585212886,0.26257400080009463,0.08873796954996019,0.09587987186215313,0.295678193612009
step,None,speed change_low,velocity change,mean,0.11048670263014027,0.6114752283558973,0.30110722484623587,0.16055458266657904,0.18593945324849773,0.09376226609599625,0.20182164985598383,0.2752657932620395,0.1327086160441011,0.382351401385554,0.07022427878448533,0.06570108866235656,0.30261030137864764
step,None,speed change_mid,velocity change,mean,0.15852043740832464,0.5674398281062497,0.4663082240686922,0.2798028947057498,0.28833514555608847,0.1834600340005513,0.4053136678511847,0.4087900935720221,0.18227023687452065,0.3884466400860969,0.0924326457912696,0.13618979867889067,0.41871726292306627
step,None,speed change_high,velocity change,mean,0.3064002782239812,0.861802446729755,0.7163309335825102,0.42301121909843353,0.4597764679966214,0.35167677501628397,0.5573726406676851,0.5870475740885651,0.3371513758351164,0.5880142681228273,0.20334625058115224,0.21186027434603963,0.5215235270610669
step,None,speed change_low,accel,mean,1.0816698624198648,2.9664402569067607,2.140824765288394,1.7559589237528426,1.813694243857923,1.440179684968006,2.1144351125708396,1.7917547827042668,1.1747151998387537,1.496820732989351,1.1049361517896696,1.3776804958242743,2.5587188085410175
step,None,speed change_mid,accel,mean,1.551497382508615,3.6103288623247316,3.680080614249305,2.357290939555795,2.5725117260141452,2.3757071997753454,2.775730760743669,2.883990731602798,2.6242203800380484,2.340763142621345,1.3971923221343214,2.226053281511639,3.345378907003046
step,None,speed change_high,accel,mean,2.509619185460413,8.19683318595635,6.146929949020397,3.6195424255638935,3.607392768593611,3.2083031171827567,4.131977861627583,4.489572034104465,4.58274656746767,4.292077547002392,2.591376346630194,3.381951694518838,4.5408003437168665
step,None,speed change_low,step dur,mean,0.28711111111111115,0.591,0.3272340425531915,0.3645945945945946,0.48114285714285726,0.301896551724138,0.4551515151515152,0.3271428571428571,0.2506153846153847,0.506,0.26693548387096777,0.24493150684931506,0.4031707317073171
step,None,speed change_mid,step dur,mean,0.4460919540229885,0.6432758620689655,0.4210638297872341,0.5185915492957746,0.5127536231884058,0.3329203539823009,0.5303174603174602,0.4395180722891567,0.299296875,0.5913432835820895,0.32750000000000007,0.27545454545454545,0.4763414634146342
step,None,speed change_high,step dur,mean,0.49222222222222217,0.5823333333333333,0.4470212765957447,0.6354054054054055,0.5682857142857143,0.37275862068965526,0.7121212121212122,0.5830952380952381,0.3870769230769231,0.48200000000000004,0.3708064516129032,0.29383561643835615,0.48
step,None,speed change_low,turn angle,mean,0.5788196761473738,0.9084633068221394,0.659909776557696,0.6577563548438241,0.4641157408348565,0.5608968166026799,0.6681711775488762,1.0085267253265369,0.6501464528317384,0.9553226062103485,0.6588856878425333,0.43517250691080334,0.5922151992569774
step,None,speed change_mid,turn angle,mean,0.45845764462464234,0.7829343766619142,0.4831096578657691,0.47168144933841816,0.49759286856813884,0.4557971395507844,0.6615438007769845,0.9303946099953395,0.49551477976294817,0.8065961604947531,0.587478588883439,0.4777837203828299,0.6302944551488631
step,None,speed change_high,turn angle,mean,0.6794114275259804,1.1439908222355233,0.6755810525502006,0.5581790604753806,0.7280931246804235,0.6603873679217507,0.5986989904242789,0.6808888860859226,0.33686027687568193,0.6317484001302853,0.4505854279904648,0.4850587400008832,0.37909944679415913
step,None,speed change_low,turn dur,mean,0.06567567567567567,0.069,0.06257142857142857,0.06551724137931035,0.06121212121212121,0.0590909090909091,0.07120000000000001,0.07806451612903227,0.05877551020408163,0.08,0.06829268292682926,0.056756756756756746,0.06514285714285714
step,None,speed change_mid,turn dur,mean,0.05945945945945945,0.06293103448275862,0.05944444444444444,0.053235294117647054,0.05985294117647058,0.05645161290322582,0.06583333333333334,0.07407894736842106,0.05787878787878789,0.06873015873015872,0.06050632911392406,0.05876190476190476,0.06526315789473684
step,None,speed change_high,turn dur,mean,0.06974999999999999,0.06285714285714288,0.061499999999999985,0.05666666666666667,0.0642857142857143,0.0648,0.0603125,0.06194444444444444,0.050208333333333334,0.05806451612903226,0.0630188679245283,0.05204081632653062,0.052500000000000005
step,None,speed change_low,turn angular velocity,mean,1.232411202262951,1.8417822001215636,1.7965722165727231,1.4885315087190976,1.243533540493605,2.1174850981660147,1.2754114039613893,1.5619921435374535,2.16098723833353,1.5794727301246914,1.4130933842309483,1.1942663105447058,1.4610223238029845
step,None,speed change_mid,turn angular velocity,mean,1.2154914917409922,1.9938501887398772,1.8765170970191756,1.7083547805778698,1.5194186863938388,1.5029427888364741,1.6975417453387933,1.7011681879706733,1.4240274684267593,1.7356287237617885,1.584860034071426,1.7992962530761731,1.6872539973130403
step,None,speed change_high,turn angular velocity,mean,1.4001351503166952,3.218735939943675,2.7513213411542607,2.212176715185041,1.8477152417657916,1.5266232387634182,2.0437810951669353,2.2065740825680997,1.6794498595797476,2.245431753883996,1.2043185850356215,2.174560100820545,2.1432263206401796
step,None,speed change_low,bend angle reached,mean,0.966686778658764,1.5482280462220614,1.1017894522457452,1.0980279180509576,0.9901615439461146,0.7753702991178328,0.9938257535127751,1.1978553423986138,1.1099246902529745,1.5121614602505395,0.7772924320652193,0.6670524307597282,1.160023504876768
step,None,speed change_mid,bend angle reached,mean,0.8957059717222313,1.5008027242099937,1.3352904409429642,1.0778340537550843,1.0757732203255812,0.9605770097573696,1.3673730573355847,1.5322160884410283,1.0317091818849018,1.5888513850467572,0.7702584143014365,0.9321991717323809,1.3764723515372843
step,None,speed change_high,bend angle reached,mean,1.2412069392075538,1.7048409483208213,1.5510603858872352,1.166255298005197,1.3278898101728338,1.2565417710993865,1.4402560894542245,1.3520700524107,1.028463696503471,1.5034163872692257,0.9443836775425187,0.8700059721420826,1.2450813459004701
step,None,speed change_low,bend angle traveled,mean,1.5679589782031902,3.317617920129488,2.6532959010453316,1.954619281664852,1.6271696061771548,1.3337554920804964,1.8131248836033118,2.2668081626934273,1.8024054253626542,2.93680518859487,1.183825508605904,1.1879732733310304,2.3860712867942735
step,None,speed change_mid,bend angle traveled,mean,1.7529027397839698,3.1400622408453005,3.3196571520790847,2.140728669561359,2.3422287990901816,2.0070260639232793,2.5681933927178395,3.0732178277003808,2.142186628072788,3.2061280143617092,1.5907117461426081,1.8319850141476925,2.9833228228593236
step,None,speed change_high,bend angle traveled,mean,2.265675077420097,3.774183009030929,3.62614927052203,2.632013412651189,3.080151385395308,2.8640654746206797,2.9496892473220684,3.3032725569198296,2.535015899166813,3.3251090979243023,1.83869970482386,2.0793121371634045,3.092683869182904
step,None,speed change_low,bend angular velocity,mean,11.99867803605173,23.798090497653405,20.888505899942967,13.575563020743305,12.135756402558574,13.140964554055703,13.468824967650427,15.876792254106018,14.847084210335145,20.452201514473337,10.728732308080332,11.312051507288096,18.44033814229341
step,None,speed change_mid,bend angular velocity,mean,12.375624294760648,24.199267504283252,25.585409339009793,16.692139268120815,16.889078040878086,15.72456026883083,18.71409696769452,22.533432137418693,17.87534012377906,23.28869148217512,12.39979800967202,16.944671624927206,22.12053139502863
step,None,speed change_high,bend angular velocity,mean,17.267998670695764,28.558832087369318,27.738968973260516,20.333806019909407,21.69043609491079,19.743152699564135,21.957819386227253,24.965328661921966,22.265107627264495,26.743676862619722,13.395228129593727,18.54735330710601,26.679960056233323
step,None,speed change_low,bend dur,mean,0.15466666666666667,0.1963333333333334,0.15531914893617021,0.17972972972972973,0.17028571428571432,0.11637931034482758,0.17636363636363636,0.15928571428571428,0.13415384615384615,0.2168571428571429,0.11951612903225808,0.11356164383561645,0.17121951219512196
step,None,speed change_mid,bend dur,mean,0.18091954022988505,0.17655172413793105,0.17180851063829786,0.17338028169014089,0.1863768115942029,0.16106194690265485,0.18492063492063493,0.18554216867469878,0.14492187500000003,0.19895522388059703,0.14701612903225808,0.13489510489510492,0.17280487804878047
step,None,speed change_high,bend dur,mean,0.17822222222222223,0.16933333333333334,0.15574468085106383,0.17405405405405405,0.19542857142857142,0.18344827586206897,0.17757575757575758,0.16261904761904764,0.15000000000000002,0.15857142857142856,0.17080645161290325,0.14123287671232876,0.15536585365853656
step,None,speed change_low,bend pos,mean,0.2892202682608096,0.45935241537719834,0.30238381695150585,0.3161614218767866,0.3641653410059097,0.23141056265853818,0.32424734684355705,0.336180847137662,0.3069274880691332,0.4427414864351972,0.243029557555849,0.15588164717757522,0.33355421505792293
step,None,speed change_mid,bend pos,mean,0.28099180056881506,0.42357182113158665,0.3740330694898491,0.3272275267261473,0.3192446722496595,0.30921569693460044,0.42529108294183166,0.39083560704318693,0.29072636170370914,0.4541350574859643,0.24223663133013876,0.25452024129528134,0.41631680456447095
step,None,speed change_high,bend pos,mean,0.34487753322743425,0.45938929415599605,0.4030449063424351,0.3817811557688813,0.37295041590718664,0.35098080161545014,0.4379448657799983,0.36136351799513744,0.26388770812944706,0.43071879768954613,0.2980295452098692,0.2201912119012645,0.3870292871058239
step,None,velocity change_low,current speed,mean,0.2494214662111734,0.4829039109639292,0.5550980134471556,0.23751822870878603,0.3396333229786675,0.3148087545180073,0.38144919654236537,0.3982669815603213,0.30507132573235424,0.3599169345900416,0.2232521718711268,0.2962887331019245,0.4626736335409486
step,None,velocity change_mid,current speed,mean,0.27862465350271265,0.5317636322275664,0.591348746229352,0.34122611139953835,0.36967627286364957,0.29757388175877875,0.43196761676228473,0.4274590908298499,0.31496066262926675,0.3846875550806821,0.19126200835780546,0.2597093235064894,0.5128787505907183
step,None,velocity change_high,current speed,mean,0.3171991295136266,0.7545877396858366,0.6474308596674568,0.39581630812026763,0.40349828922421055,0.3709007177309143,0.4736207476439794,0.5036593787799505,0.3703777476505356,0.5645363274160141,0.2133392179676297,0.29161516545773614,0.5298059876493891
step,None,velocity change_low,step length,mean,0.08361712862755875,0.2807521413170384,0.18917756689627904,0.09529118973569546,0.15126449976778317,0.09824450375803385,0.16608805614008518,0.1243998387881572,0.08260452268328651,0.18099974489066326,0.07619845241454778,0.08138767844838718,0.19135575918852132
step,None,velocity change_mid,step length,mean,0.12044329997723308,0.3503169962148292,0.2488980237507121,0.18599147483867726,0.18801676805021966,0.09986523743831906,0.24225420080857382,0.20901787948556172,0.0968874042254762,0.2184935397365088,0.05667736989749148,0.06697798072599731,0.24204230188819176
step,None,velocity change_high,step length,mean,0.16894443159550426,0.39749152288478523,0.2799795353801945,0.24619619953159255,0.2503668848883252,0.1429736407191932,0.3208738555562952,0.25555895066534046,0.14128284394811444,0.2679215629455108,0.08671072714643449,0.09233393810195895,0.25743088251825086
step,None,velocity change_low,speed change,mean,0.08375161788890745,0.28044244318573114,0.2007561572261983,0.11527602846182211,0.13368708455612865,0.1024332361952288,0.1594597744502659,0.1549858461992679,0.13775918526376107,0.18191710274529732,0.09916710004365374,0.1340938474810252,0.1957090513395767
step,None,velocity change_mid,speed change,mean,0.1289422758341487,0.4160216624235996,0.36959787349907297,0.2434685086597904,0.21417471191301385,0.1658862077803515,0.30448875307510714,0.2907332195477104,0.17067923791052061,0.2686665269352473,0.09272526191195313,0.11495749788386911,0.32760932594671877
step,None,velocity change_high,speed change,mean,0.2232372227070634,0.6006600515965409,0.5169917681562364,0.32170052884322137,0.33992600990402494,0.26491096672596337,0.4317956897369472,0.37561550575921054,0.28589550772678085,0.3644654104831858,0.19068967851750523,0.23097290323984865,0.37593440785762106
step,None,velocity change_low,accel,mean,1.449319795985411,3.5191539355997725,2.5165813283340217,1.9013669497916457,2.129999386244563,1.9313094054532143,2.2917722542562906,2.1352791081016416,3.113510003335363,1.9606781771951172,1.2533737210115212,2.1475215301199126,2.521547208513874
step,None,velocity change_mid,accel,mean,1.4426948944202562,4.654458037567226,3.958025034759296,2.565964191716655,2.602031589001776,2.176262805232985,2.8392357236483514,3.1623091427996712,2.008278793148898,2.4841039178132966,1.3019777226667335,2.049584651023876,3.80649574772683
step,None,velocity change_high,accel,mean,2.3523207288656933,5.625469768461186,5.215284544954785,3.0737073480812787,3.2328913248884974,3.105746096409386,3.8334039725786466,3.596037515151365,3.8568828889220055,3.553824904572032,2.6380715894069247,2.933646966196095,3.655738262296443
step,None,velocity change_low,step dur,mean,0.32288888888888895,0.6033333333333333,0.35595744680851055,0.40135135135135136,0.47714285714285715,0.3053448275862069,0.4645454545454545,0.305,0.26553846153846156,0.5377142857142857,0.3142647058823529,0.2634065934065934,0.43219512195121956
step,None,velocity change_mid,step dur,mean,0.42735632183908046,0.6634482758620689,0.4173404255319149,0.5252112676056336,0.5155072463768116,0.33840707964601774,0.5541269841269841,0.4930120481927711,0.305703125,0.5783582089552238,0.30076271186440673,0.26568,0.47048780487804875
step,None,velocity change_high,step dur,mean,0.4926666666666667,0.531,0.42574468085106376,0.5859459459459461,0.5668571428571428,0.35862068965517246,0.6572727272727272,0.49952380952380954,0.3595384615384615,0.4751428571428571,0.37564516129032255,0.2950684931506849,0.46268292682926837
step,None,velocity change_low,turn angle,mean,0.36091154161477934,0.5548864163273819,0.19651970655977868,0.4156288690056629,0.28909232121736106,0.26721309819727856,0.4335036242412833,0.3452548564300123,0.5814340408157199,0.6077831356120579,,,0.22998590424838014
step,None,velocity change_mid,turn angle,mean,0.43142402075955133,0.7172465472008355,0.393533258598048,0.41913648207012166,0.505895135111269,0.37075493335017684,0.5911058861549595,0.7837442601828719,0.3853127224955541,0.7207649939970215,0.3913302667893299,0.34617371122636564,0.5290498825399291
step,None,velocity change_high,turn angle,mean,0.8685098084819424,1.6049273694914286,1.2328179256094782,0.8476227596173929,0.8767478805633198,0.9291241316627211,0.9040395139800876,1.3606817525031438,0.6596456105535721,1.1081237769763033,0.8855202526476367,0.6862440090455401,0.926148165312888
step,None,velocity change_low,turn dur,mean,0.052727272727272734,0.058965517241379314,0.04461538461538462,0.054615384615384614,0.053125000000000006,0.04666666666666667,0.06086956521739131,0.05,0.049473684210526316,0.06620689655172415,,,0.050625
step,None,velocity change_mid,turn dur,mean,0.059176470588235296,0.06263157894736841,0.05746666666666667,0.05181818181818181,0.06,0.05298076923076923,0.06426229508196721,0.07062500000000001,0.05368852459016395,0.06714285714285714,0.05601769911504426,0.054628099173553726,0.0612
step,None,velocity change_high,turn dur,mean,0.07795454545454544,0.07333333333333333,0.07521739130434782,0.06799999999999999,0.07142857142857142,0.07421052631578946,0.07090909090909091,0.08609756097560976,0.06418181818181819,0.07470588235294118,0.0765,0.060142857142857144,0.073
step,None,velocity change_low,turn angular velocity,mean,1.2029738905517748,1.6724433223591497,1.6932231391027142,1.4494883917048589,1.252921279402925,1.3718151226909672,1.251991754097843,1.3704946242956508,2.7325551317195496,1.459034509907844,,,1.393324826033658
step,None,velocity change_mid,turn angular velocity,mean,1.1917477299229595,2.0408434080456765,1.845457332117579,1.7201256398682123,1.52228998307467,1.4735732365659924,1.7213486631830617,1.806092955662915,1.469398155420767,1.8132281273696873,1.2626632580928685,1.3486614496659322,1.7777820220824927
step,None,velocity change_high,turn angular velocity,mean,1.449704732946359,3.206415088732126,2.73063066708929,2.1281671392020534,1.8255891771379105,1.967596598179189,1.980021395948094,2.012411890740153,1.7508284517893637,2.1456102505814387,1.7381451381250888,2.521133851339731,1.9650796645669495
step,None,velocity change_low,bend angle reached,mean,0.6806768380193827,1.248539300676446,0.815286692053908,0.8147799993039744,0.7843695412326094,0.5024887648346179,0.8114378758503843,0.7586648220403001,0.8013827040040288,1.2349404966685178,0.45754959504985093,0.47331665388073757,0.8616678976791285
step,None,velocity change_mid,bend angle reached,mean,0.9674848623843,1.5100794715440187,1.2841480739501274,1.0480571121745574,1.0972163881700945,0.969873997851252,1.3460229582422205,1.4710472764755727,1.0950724118556265,1.5425523059988235,0.8446608129423255,0.9327689398163996,1.3199825254092719
step,None,velocity change_high,bend angle reached,mean,1.388444357900269,1.986594649020655,1.9398478800647465,1.5066427532985962,1.4914081391357275,1.5113102078893486,1.6634032472039468,1.912141796415035,1.21222886065622,1.8692670164572918,1.152784093201187,1.175915232731035,1.6564166053541347
step,None,velocity change_low,bend angle traveled,mean,1.3400056979047543,2.6220533875742236,2.24289260389074,1.6775741834543751,1.4685404050445392,1.3349507604556543,1.7334542536959354,1.8413591002570289,1.7224120271619687,2.519320197827513,1.0539001278507816,1.337336274005332,2.181764504276509
step,None,velocity change_mid,bend angle traveled,mean,1.7707548833309767,3.1821311649128945,3.21729658469531,2.1206761536942156,2.313721439836239,2.007894906181066,2.459296025768666,3.0727170016363443,2.143123311334688,3.1179626195191883,1.5361458613832693,1.6500422327700406,2.8133932599328673
step,None,velocity change_high,bend angle traveled,mean,2.4591142135276525,4.388414288388845,4.241273702444171,2.9475376629310484,3.2949808090571233,2.8611774618467303,3.2372548504960506,3.729711347054205,2.6131647518671417,3.9113678445330566,2.124425797052418,2.3634631775133355,3.6368497775535813
step,None,velocity change_low,bend angular velocity,mean,11.014935068747672,19.90986532372164,19.658397439062373,11.68493228504035,11.75807346831041,12.247234500388071,12.652508412142076,14.537099909863851,16.818425391125206,19.49747746343595,9.065536131120268,15.387651822695217,17.489917647269827
step,None,velocity change_mid,bend angular velocity,mean,12.513303370247248,24.720571182389616,25.68214062142616,17.02645871856415,16.604986959451686,15.786388814104644,18.70968266624777,21.859765298844074,17.28561102151263,23.027742395844232,12.569554770885453,14.017944089293698,22.991123185487496
step,None,velocity change_high,bend angular velocity,mean,17.98556209205906,31.43920348362877,28.77561486930839,21.58290483719408,22.628184303970993,20.516423690887965,22.782563244497574,27.636314996680643,21.455079140168337,28.197932021776246,15.058009362168711,19.867195435457308,25.889196970339178
step,None,velocity change_low,bend dur,mean,0.13244444444444448,0.17433333333333334,0.1404255319148936,0.17270270270270272,0.14485714285714288,0.12017241379310345,0.17303030303030306,0.13380952380952382,0.12523076923076923,0.1942857142857143,0.12308823529411766,0.10659340659340663,0.16097560975609757
step,None,velocity change_mid,bend dur,mean,0.18011494252873564,0.17844827586206896,0.1663829787234042,0.1702816901408451,0.19072463768115944,0.15858407079646017,0.17682539682539683,0.19192771084337348,0.14796875,0.1953731343283582,0.1395762711864407,0.13672000000000004,0.1623170731707317
step,None,velocity change_high,bend dur,mean,0.20200000000000004,0.18766666666666668,0.18148936170212768,0.18702702702702703,0.21228571428571433,0.18448275862068964,0.19636363636363638,0.17547619047619045,0.1529230769230769,0.18800000000000003,0.18370967741935484,0.15205479452054796,0.18658536585365854
step,None,velocity change_low,bend pos,mean,0.17530867200282296,0.3797479811057965,0.24282682528645425,0.26247557375693226,0.2900163722310477,0.15685367216946897,0.27131163803609687,0.21698550426837554,0.22116982814861577,0.3875428700779256,0.1288346124728383,0.08988670699039514,0.276349846106081
step,None,velocity change_mid,bend pos,mean,0.30959696964670924,0.4385661093082375,0.37208991121295637,0.3238264705660683,0.34083939896440907,0.29664416784425124,0.42280559491501785,0.39943537236025245,0.2992476882009467,0.4534652959392396,0.2760949804636913,0.26315446780818585,0.4000008068228257
step,None,velocity change_high,bend pos,mean,0.40348580260149225,0.510004771285873,0.4664882145612724,0.4419933548986167,0.4045269234443996,0.4500304987805446,0.4956255971841032,0.46356408654736586,0.3328649097169427,0.4871995290076907,0.3587587953797285,0.31199608775111415,0.47686565154095667
step,None,accel_low,current speed,mean,0.2572687287882942,0.593235304843812,0.5460255168017343,0.2621734604144168,0.34930453422303936,0.315249011991205,0.39605918009217345,0.39116508575579273,0.29473934131199936,0.39658450077934143,0.20574389877708213,0.27678586676893824,0.45312245424369985
step,None,accel_mid,current speed,mean,0.28248716707246035,0.5205073201807118,0.601858932084588,0.34287306886795976,0.3696412502813002,0.31717859263322806,0.4307980951046787,0.4351192828999561,0.3274433345879644,0.3928597924104522,0.20960916007270816,0.2783598684506951,0.5030202896920256
step,None,accel_high,current speed,mean,0.30188434070166026,0.6660185490965393,0.6354829846024064,0.3680006985698285,0.3938961224993275,0.3322650752781864,0.4612434872586921,0.49562327596974565,0.35612847036760914,0.5122247640525827,0.19724900990735178,0.28360298310163223,0.5590740887440233
step,None,accel_low,step length,mean,0.09542140351407961,0.3032926318712649,0.18968554591004,0.11105958116717089,0.16409416246131753,0.10798002184905403,0.17105674699051707,0.13766094867896142,0.0753784092052297,0.19011629557969545,0.06193371912168739,0.07811946784566527,0.18977375576881061
step,None,accel_mid,step length,mean,0.12924957494626554,0.34180400983345377,0.24029404669556073,0.19693318330395013,0.19395924475801282,0.1074578443251561,0.2495244348330429,0.18840892958671127,0.1063879359518753,0.21854994080167542,0.07211901543292046,0.07943199114418056,0.23712893548372846
step,None,accel_high,step length,mean,0.14011469176885405,0.39140947266788473,0.29667951047673624,0.20943155672080974,0.2258220538279985,0.1184456299003699,0.3020256270227862,0.28302505128893124,0.12980021802649302,0.2586970445031596,0.0719813063862166,0.07475901266636321,0.2688396187468883
step,None,accel_low,speed change,mean,0.07345795508569829,0.22240230389342872,0.1805566157643809,0.11409329275027316,0.11397005427589918,0.09192881448938134,0.1535879383578948,0.12237398631090654,0.08958709059898233,0.12345867383017746,0.06590578053564843,0.07711656619618223,0.17306353954569043
step,None,accel_mid,speed change,mean,0.1398321814743162,0.3962585969678281,0.35643252996704383,0.24728316839466424,0.23706002603918977,0.177602991909373,0.30250235669382614,0.2575385690697336,0.18791611892104132,0.25443465453000724,0.11876781955939471,0.14797885434593305,0.31657118827255337
step,None,accel_high,speed change,mean,0.21247706793928203,0.6969087841033348,0.563521996682112,0.31556324182028256,0.3145262780497931,0.25258786073216555,0.44145973710267306,0.47382631778262135,0.30012420594007266,0.4501677094311939,0.172489286420792,0.22798306560241297,0.42065619499983803
step,None,accel_low,velocity change,mean,0.11751030681929796,0.6006741353917004,0.33088608862015845,0.18211278253252314,0.19607653863659807,0.09515437941654474,0.24196517505327259,0.2957852205342376,0.15886734920478174,0.38754174104741296,0.06829911052913984,0.10050777744505512,0.34984740465446706
step,None,accel_mid,velocity change,mean,0.17335017978418177,0.5566096397310912,0.4827229035520012,0.2937697891985874,0.3263309353070036,0.2088059399143555,0.3997811942874446,0.4113731138985843,0.18010415786971853,0.38457663659286695,0.1050642938488479,0.1283496183868838,0.40834037758715513
