Type,Classify,Stratify,Parameter,Method,PT inj_WT_B1_6OH_N1,PT inj_WT_B1_6OH_N2,PT inj_WT_B1_6OH_N3,PT inj_WT_B1_6OH_N4(1),PT inj_WT_B1_6OH_N5,PT inj_WT_B1_6OH_N6,PT inj_WT_B1_6OH_N7(2),PT inj_WT_B1_veh_N1,PT inj_WT_B1_veh_N2,PT inj_WT_B1_veh_N3(3),PT inj_WT_B1_veh_N4(1),PT inj_WT_B1_veh_N5,PT inj_WT_B1_veh_N6
step,turn right,speed change_low,bend angle traveled,mean,1.7120484675142604,3.079022136698042,3.480852250871684,1.9572197768253492,1.9355522852959035,1.61994245349448,2.141979616517643,2.612591878672876,1.7143596435647248,2.966403299343503,1.3718286683999086,1.6430796278072668,2.4933058567264337
step,turn right,speed change_mid,bend angle traveled,mean,1.7399729960803876,3.1715452551302814,3.162673484585607,2.358653810498535,2.579092742808076,2.0002405355113186,2.667415253412509,3.2359399550709522,2.2131509940027865,3.285860826610593,1.5411349824708622,1.8296869142810985,3.0170577749253495
step,turn right,speed change_high,bend angle traveled,mean,2.071157054575881,3.341234291838976,3.892477787919946,3.142083807532867,3.0122027173997794,2.9892887862532787,2.930339641914527,3.1511932627250636,2.6033381862092324,3.414934797957584,1.9486334296327348,2.2426162695533716,3.1248870442526173
step,turn right,speed change_low,bend angular velocity,mean,13.602705862225594,22.89947943909364,22.37937022644164,13.241786380216995,14.585179780430206,16.692039034909172,14.781057579462086,20.604674714050564,14.149240954509084,21.39798637315349,10.95863814147483,13.717453872240087,18.680228947459458
step,turn right,speed change_mid,bend angular velocity,mean,12.897276534088567,23.75786962277959,25.714000135253986,17.862283030537288,17.91105948003487,15.551314669980417,19.234363656054477,23.005494268243474,17.03695654117913,23.309080698885346,12.329712511599599,14.875173244121207,21.696976281618873
step,turn right,speed change_high,bend angular velocity,mean,16.83265680390106,26.80385573431591,31.222356198919083,21.517776902210414,21.6213417846852,20.749966739242677,22.606772554119516,22.491552392909206,20.631758529998038,26.95684591362443,14.135422240030884,22.715229974222954,26.054512356638686
step,turn right,speed change_low,bend dur,mean,0.1668181818181818,0.1933333333333333,0.20153846153846158,0.17842105263157898,0.18359999999999999,0.13080000000000003,0.21095238095238097,0.16714285714285712,0.1303125,0.2247058823529412,0.13708333333333333,0.14692307692307693,0.1862962962962963
step,turn right,speed change_mid,bend dur,mean,0.18357142857142855,0.18333333333333335,0.16875000000000004,0.19500000000000003,0.20000000000000004,0.17191489361702128,0.18875000000000003,0.19564102564102565,0.15187500000000004,0.21468750000000003,0.1417391304347826,0.14519999999999997,0.163921568627451
step,turn right,speed change_high,bend dur,mean,0.15772727272727274,0.1685714285714286,0.15692307692307692,0.2047368421052632,0.18599999999999997,0.1904,0.17380952380952377,0.1676190476190476,0.163125,0.1564705882352941,0.18500000000000003,0.14384615384615385,0.15555555555555556
step,turn right,speed change_low,bend pos,mean,0.3803811812955557,0.4199099221660808,0.46287597360717936,0.37597596501015085,0.2450912037981712,0.360486361108494,0.365122375999588,0.37652703976897767,0.3132727509924623,0.5312925205906878,0.31680646427531695,0.27714874510680676,0.37635618692121975
step,turn right,speed change_mid,bend pos,mean,0.32812507085686293,0.43895299245504343,0.42325616748768075,0.41242858419488043,0.2755635397093114,0.33572819647810376,0.4197083994308544,0.3989072440829005,0.3476422835310796,0.4878626941050654,0.29615821142829846,0.3244973952639799,0.4374715624321051
step,turn right,speed change_high,bend pos,mean,0.40337234595108384,0.42287235640232707,0.46703064133348626,0.439802714913648,0.3389179229515129,0.33881530305214036,0.4486922597218745,0.38141961288873283,0.3142884194016774,0.47567764621249337,0.37593234376544765,0.28429963963840305,0.40562301048986743
step,turn right,velocity change_low,current speed,mean,0.24427933360152715,0.4962837160849061,0.5791041142850459,0.25146907000899144,0.34642031637284765,0.2550430536260366,0.3765903605486476,0.381864857541083,0.2917041436207467,0.3271449596757255,0.19364241320833975,0.22303027557456354,0.46488161663113803
step,turn right,velocity change_mid,current speed,mean,0.2972553324269108,0.4979683170361881,0.5796196856364941,0.36457904063548413,0.37876001963949435,0.2841473258829596,0.4312199140309712,0.4107036497685021,0.3333644417483272,0.3807256628857751,0.1910378854280944,0.25653870486410874,0.5281449823696934
step,turn right,velocity change_high,current speed,mean,0.30192712760716167,0.7181921490028997,0.6908901235825565,0.40226737286604547,0.398028925031205,0.3568223224664669,0.4718408184557962,0.492507470653895,0.36519609871365033,0.613128977895118,0.20540653798357225,0.2817658234534778,0.5110652648122648
step,turn right,velocity change_low,step length,mean,0.07739323667709731,0.29374880195063696,0.20268553927422645,0.09734963870389422,0.16608836252337236,0.07616033639786016,0.17787592948114014,0.16172993500709806,0.07592100640193551,0.17623296693469828,0.05015695653567293,0.05039407945624489,0.18307273607539115
step,turn right,velocity change_mid,step length,mean,0.12321305132671183,0.33331264141444156,0.22102028381229835,0.22275604883106565,0.19556879547828357,0.09974050700230884,0.2506676667729371,0.21294498450624816,0.10572391692728855,0.21662145440035266,0.06355202571491624,0.07467565648050575,0.2534191502677758
step,turn right,velocity change_high,step length,mean,0.14137952617272273,0.38261285334498046,0.270540623579556,0.256415369150603,0.2505789426769444,0.13141514943898522,0.3474304042734506,0.20363397814642575,0.13574285884305634,0.2618098355920634,0.08607810237897841,0.09417641648141109,0.2575165684178431
step,turn right,velocity change_low,speed change,mean,0.08288535145574952,0.2841297176916047,0.18760683658119634,0.10970943399775604,0.15431442002547788,0.0855620422411146,0.19352295693064203,0.20764353696404791,0.11111970045817307,0.18400268114749857,0.05045514595169827,0.06799673025396154,0.20992555341936145
step,turn right,velocity change_mid,speed change,mean,0.1280863925809863,0.4116957395531549,0.3367390972530027,0.25376418684499064,0.24775248829217963,0.1883831113287186,0.319482810219075,0.3020302367506826,0.18970831788830414,0.2732969907896397,0.12326747513679377,0.1608375291452187,0.3606714271946305
step,turn right,velocity change_high,speed change,mean,0.19719096649622173,0.5111746490947408,0.39810530233443636,0.37156247528596337,0.3504601787921276,0.24284539050426693,0.4563679632064311,0.3285129876333025,0.2633443882438319,0.40511090631556085,0.19350838159386885,0.2359896329950113,0.39200620793215035
step,turn right,velocity change_low,accel,mean,1.4027467610912658,3.0687797964275627,2.295041731993279,1.593964827443212,2.0593829342139505,1.5234527611560735,2.062519780272625,2.104420898311095,3.6475691939174353,1.8735523900691404,1.3539094317457858,1.8653700723669122,2.9722306099294418
step,turn right,velocity change_mid,accel,mean,1.489783034174876,3.745035594044639,3.998749359139611,2.6034421170649154,2.9802499611570608,2.2353986143518028,2.994845678020252,3.465259127918395,2.0620951846656936,2.5758189726540466,1.5259973793915365,2.205973320173485,3.537726140090065
step,turn right,velocity change_high,accel,mean,2.1668005243367143,4.69185336310652,3.632284089650151,3.184152203338075,3.3835657812151214,2.923377493378089,3.853298729555794,3.2524132015780247,4.033786350767768,4.327018652438819,3.4042699007125363,2.860426347611873,3.8176256440286815
step,turn right,velocity change_low,step dur,mean,0.3322727272727273,0.6352380952380953,0.39230769230769236,0.3994736842105263,0.502,0.33160000000000006,0.47714285714285715,0.4219047619047619,0.28874999999999995,0.5505882352941176,0.27625000000000005,0.23461538461538464,0.4014814814814815
step,turn right,velocity change_mid,step dur,mean,0.4157142857142858,0.667948717948718,0.38291666666666674,0.6007894736842105,0.51,0.34808510638297874,0.57625,0.5223076923076923,0.3103125,0.5678125,0.3269565217391304,0.2888,0.4743137254901961
step,turn right,velocity change_high,step dur,mean,0.4263636363636365,0.5333333333333333,0.40230769230769226,0.5905263157894737,0.5660000000000001,0.3456,0.7176190476190476,0.4247619047619048,0.3509375,0.4094117647058824,0.3833333333333333,0.31115384615384606,0.4674074074074073
step,turn right,velocity change_low,turn angle,mean,0.2941191931265968,0.6184093789419518,0.24050620473159615,0.4407136118269559,0.35476497778995564,0.31242298304537447,0.5049549412143034,0.5967181010660761,0.5174870454877505,0.7200538432464518,0.5349947961564211,0.34122030483422766,0.38864216925757006
step,turn right,velocity change_mid,turn angle,mean,0.43862835595064215,0.7590770751135981,0.4923597872314283,0.5201034822649536,0.5271561038279864,0.43575555292370816,0.6294152177059239,0.7723015459409176,0.398956963798951,0.7655996489395633,0.3983559105414126,0.48728859865334023,0.5385017290200191
step,turn right,velocity change_high,turn angle,mean,1.0000821975357583,1.1688465341771364,1.7192470413716312,0.9357425298795569,0.9373367949841435,0.9110912539525653,0.808524419951829,1.6349344915904878,0.8557093189956846,1.0384092014305215,0.7670861325817532,0.7554007929903137,0.9913001394309142
step,turn right,velocity change_low,turn dur,mean,0.05000000000000002,0.06047619047619049,0.04153846153846154,0.0536842105263158,0.054000000000000006,0.0504,0.06000000000000001,0.0661904761904762,0.049687499999999996,0.07,0.05333333333333334,0.05115384615384617,0.056296296296296296
step,turn right,velocity change_mid,turn dur,mean,0.05833333333333333,0.06487179487179486,0.05625,0.056842105263157895,0.06145833333333334,0.053404255319148934,0.06475,0.06666666666666665,0.055625,0.066875,0.05956521739130433,0.056600000000000004,0.059215686274509786
step,turn right,velocity change_high,turn dur,mean,0.08772727272727274,0.06904761904761907,0.08307692307692308,0.07052631578947369,0.0724,0.07440000000000001,0.06666666666666668,0.09809523809523812,0.0675,0.06941176470588237,0.07458333333333333,0.06615384615384616,0.07370370370370372
step,turn right,velocity change_low,turn angular velocity,mean,1.1179569697690501,1.72760164602456,1.862632615156131,1.4720635928468293,1.4361846177434288,1.2719707565442269,1.4443330398413996,1.4418211032630108,2.19799714116556,1.4741754936301632,1.6108597521011168,1.3112859630108427,1.421269718499065
step,turn right,velocity change_mid,turn angular velocity,mean,1.2028977872917113,1.9537738381811824,1.9353585925985535,1.6928294178954022,1.5136635821452948,1.6026371826718098,1.7492377852044392,1.849079800614022,1.300579286325954,1.7712230790298071,1.07823545826335,1.6253182405918765,1.8382797104352075
step,turn right,velocity change_high,turn angular velocity,mean,1.239430562760617,2.7351134133382367,2.506342184194724,2.2218618676252526,1.922967653312603,1.529662684559562,2.057343818498371,1.8857690735773323,1.771829184245318,2.352307108483685,1.3152003261309162,1.8868317504133312,2.0231321093684085
step,turn right,velocity change_low,bend angle reached,mean,0.7011611287232232,1.2747697442418484,0.826547893712078,0.9029326015894373,0.7085940049567312,0.9783368345012002,1.2016959980663777,1.0112955203044227,0.9135815426026699,1.5380696164073462,0.729407395295767,0.9017476538221939,0.9904093367030844
step,turn right,velocity change_mid,bend angle reached,mean,0.9898715484444984,1.516536243189999,1.3439306924327186,1.1507955511339305,1.0104470271882435,1.042510613366777,1.3820165093360433,1.5498463771068207,1.1664800706031304,1.6875419148065594,0.8907391016692516,0.9893690881308806,1.305640808229175
step,turn right,velocity change_high,bend angle reached,mean,1.5616542297818847,1.6458198670410629,2.316661306513002,1.531818513048823,1.5280689791975672,1.4994522762546774,1.621500018990211,2.2027955329631665,1.3247994710315625,1.9291854329995408,1.345983780377242,1.4017864346490343,1.6780889591626842
step,turn right,velocity change_low,bend angle traveled,mean,1.4756122831532184,2.5844302928027245,2.2990816679878394,1.8232613482746942,1.6751815948245712,1.620903275055769,2.081008381112494,2.490693312508392,1.6705622409766065,2.729981297396418,1.1801194392009073,1.4315460924058792,2.208621099111127
step,turn right,velocity change_mid,bend angle traveled,mean,1.6580697931989536,3.170711733064815,3.3753601896856273,2.4083953589617484,2.4801903291031504,2.0629132745622822,2.5853889376327728,3.036715170329094,2.243356101001496,3.1413803594073446,1.5004285341818555,1.79540880226856,2.914931203426332
step,turn right,velocity change_high,bend angle traveled,mean,2.463953898983298,3.837374105284445,4.6815959921576,3.1765591391570944,3.462466042184569,2.870503215276177,3.147551478804887,3.643080714838715,2.5867253747999315,3.9233200322872546,2.218363351385667,2.5200692511327176,3.602477548032735
step,turn right,velocity change_low,bend angular velocity,mean,12.449935918549663,19.730559977354883,20.39642090911843,12.224551375868938,13.765070094063477,15.674841090448375,14.155473742124181,18.80270035923498,15.053686648510315,21.030926011543368,10.498937792835038,13.02811991666298,17.528513880847665
step,turn right,velocity change_mid,bend angular velocity,mean,12.372380977464449,24.251880798130784,25.828854594232002,18.007282343028006,17.511462749420847,16.37219228765969,19.34963373142841,21.252411696271285,16.305409027334377,22.77069411019213,11.788824745875045,14.048774551914132,22.68009759487451
step,turn right,velocity change_high,bend angular velocity,mean,18.98750008295031,29.055325870402438,32.99326651505211,22.245013281577034,23.20867719383084,20.223914762466446,23.012794343126117,27.54925152424459,21.190407863686303,28.33733985395119,15.63182413964274,24.99379218404443,25.349220498212063
step,turn right,velocity change_low,bend dur,mean,0.1372727272727273,0.17476190476190478,0.14384615384615385,0.17210526315789476,0.1524,0.1392,0.19380952380952382,0.16238095238095238,0.13187500000000002,0.20882352941176469,0.1225,0.12615384615384617,0.1577777777777778
step,turn right,velocity change_mid,bend dur,mean,0.1754761904761905,0.18384615384615385,0.1775,0.20157894736842105,0.2004166666666667,0.16851063829787236,0.19024999999999997,0.19615384615384615,0.15687500000000001,0.2053125,0.14456521739130435,0.1542,0.16235294117647062
step,turn right,velocity change_high,bend dur,mean,0.20272727272727273,0.18619047619047618,0.19846153846153847,0.1978947368421053,0.21640000000000004,0.18840000000000004,0.18809523809523807,0.17142857142857146,0.1515625,0.19,0.19416666666666668,0.1473076923076923,0.187037037037037
step,turn right,velocity change_low,bend pos,mean,0.2605711198886613,0.373675117475603,0.3308427239719584,0.32982011163171165,0.17296513815778355,0.279001309957369,0.3410309288514138,0.26250526295034693,0.2870034207277117,0.47306626568264626,0.2615108858878114,0.22592283911849462,0.3291523821678173
step,turn right,velocity change_mid,bend pos,mean,0.3496194196149695,0.44174330404564754,0.43867439662387486,0.42407182360809265,0.28556258983605304,0.3184946644939874,0.4169158232467861,0.4072357331561514,0.33767565083711004,0.4928476727534432,0.3183627251706937,0.3001013459750639,0.4172645208534818
step,turn right,velocity change_high,bend pos,mean,0.4821477415470477,0.4639251538531114,0.5705994679480411,0.4626720894656627,0.3918458123485566,0.4526993943334041,0.4781028996016075,0.47997419571418315,0.3604910150543673,0.5245204119000589,0.38866927081336233,0.3824410250284768,0.4909956715584472
step,turn right,accel_low,current speed,mean,0.27837407528923636,0.5992024014561882,0.5484162180844235,0.2566740884851047,0.351018280131722,0.2745206752386233,0.403846072218935,0.4224375381338946,0.3316648600984932,0.36574426016890865,0.19559482333633246,0.23800548956793816,0.4540563716659967
step,turn right,accel_mid,current speed,mean,0.2925727893416145,0.49947508481285985,0.6011574741084719,0.36230721693569173,0.37916055726626136,0.3002696206081949,0.41768665501968205,0.41843285902876715,0.3274374388899341,0.39095427384443665,0.20908868979226253,0.2572231276256232,0.5058052069369328
step,turn right,accel_high,current speed,mean,0.2767717863550182,0.6124751806177985,0.681815948757989,0.40160600178951716,0.39266192902893793,0.30703478677043805,0.47036274299748815,0.4375805442920196,0.33708938795268995,0.5552758214797483,0.1688567528242573,0.2654744118418061,0.5640878633726205
step,turn right,accel_low,step length,mean,0.11386161134128422,0.31509948477156247,0.20127311803197176,0.1033948706565121,0.18002662387523774,0.09725976260467678,0.18171126032568533,0.16260227017117185,0.08371974453781122,0.1745365690313174,0.06360359897501097,0.07583789035645232,0.17646799843935052
step,turn right,accel_mid,step length,mean,0.1276998773112511,0.3318910980590916,0.2273799381650938,0.2202461491710242,0.19715470515717448,0.10065703273429037,0.25410377693153435,0.18702924629505052,0.10781472592796522,0.21838535610072163,0.06787235035873117,0.07349117147681893,0.2447299243260738
step,turn right,accel_high,step length,mean,0.09634539281077907,0.3639021796125619,0.2602121444781884,0.255389936518068,0.2335957347416084,0.10859265485604336,0.337050101698244,0.25089087108886193,0.12376250270582728,0.2601859479418086,0.06435083770566175,0.07101046135752448,0.28053428838820965
step,turn right,accel_low,speed change,mean,0.07749889461395189,0.23962299800284895,0.16133294149105362,0.10000186684902225,0.17144712234594395,0.09378271292691323,0.19096973131376174,0.14750101990401854,0.08692399767606919,0.13601313398102255,0.06770178023208767,0.08453636385554737,0.19501637276697695
step,turn right,accel_mid,speed change,mean,0.13312906967816568,0.3910332456125379,0.3155869098423642,0.2695097112704524,0.24511468534638964,0.18259944655504307,0.3126151560675178,0.27155195770591145,0.1869315331407591,0.2664021468900985,0.12672570885170747,0.1523328526435406,0.33961161811286733
step,turn right,accel_high,speed change,mean,0.19295049433431322,0.5940545718160712,0.46342938956729646,0.3497789935837737,0.3383920581275781,0.24549800959297835,0.47200243482627746,0.4452580229193355,0.2930936605210258,0.46607898317529084,0.16963346602656143,0.23580514651203724,0.4466950279611988
step,turn right,accel_low,velocity change,mean,0.16895482355185074,0.6277538633614166,0.4130222772341738,0.21054388186019202,0.2668794610276854,0.13752192916455253,0.31031623915647666,0.4190712801537684,0.19519521162598072,0.3551356339039264,0.09589882833835872,0.17013196904982222,0.3644035868010103
step,turn right,accel_mid,velocity change,mean,0.18865208517072038,0.5653700857475689,0.5731057185345892,0.3378613983169674,0.3357657492886539,0.2504925176495423,0.43167417360686455,0.4434843822000677,0.2309872686996632,0.4067565135448774,0.16179403814418802,0.1853220707373823,0.45563548395253983
step,turn right,accel_high,velocity change,mean,0.2615827726959494,0.7380280131255582,0.5419901928616815,0.4199063303619717,0.39755049337788345,0.3119881863225381,0.5414147080225167,0.5484214535321084,0.35080658823366606,0.6519476880367423,0.18513834986103533,0.2624323044224177,0.5160058689929998
step,turn right,accel_low,step dur,mean,0.42454545454545456,0.6280952380952382,0.403076923076923,0.4089473684210526,0.5228,0.3764,0.46476190476190476,0.42333333333333334,0.27999999999999997,0.5382352941176469,0.32958333333333334,0.32538461538461544,0.3970370370370371
step,turn right,accel_mid,step dur,mean,0.4216666666666667,0.6617948717948717,0.3979166666666667,0.5818421052631579,0.5045833333333333,0.33617021276595743,0.6042500000000001,0.4533333333333333,0.32828124999999997,0.551875,0.3210869565217392,0.276,0.4780392156862745
step,turn right,accel_high,step dur,mean,0.32272727272727275,0.551904761904762,0.3638461538461538,0.6189473684210526,0.5556,0.3232,0.6766666666666666,0.5514285714285714,0.32375000000000004,0.45176470588235296,0.34125000000000005,0.24500000000000005,0.4648148148148148
step,turn right,accel_low,turn angle,mean,0.45803320193222397,0.9525687011859383,0.8441630634041051,0.6925762800125576,0.61851311167039,0.37877693437573223,0.6604553677653596,0.9442386273965686,0.7425008739174885,0.987670532681755,0.5736508978770513,0.6264229851681459,0.7500267956161897
step,turn right,accel_mid,turn angle,mean,0.4607566463019938,0.826590993209826,0.9003820940915643,0.5899464717481562,0.5820833838411574,0.554246276695817,0.6924067109215215,0.984913775702996,0.4267163572005737,0.7995924229358828,0.5104224765157668,0.40207618710223597,0.6426114942486966
step,turn right,accel_high,turn angle,mean,0.7939232707866416,0.7093042211830122,0.3623182315727171,0.5441938827275498,0.5681282834784204,0.6219747419306426,0.5330401967996348,0.8925626814161349,0.5751767037627011,0.7068061138844994,0.5136357794102775,0.6340681348700575,0.43326373430701526
step,turn right,accel_low,turn dur,mean,0.06136363636363638,0.0723809523809524,0.06307692307692309,0.06947368421052633,0.0664,0.05279999999999999,0.06666666666666668,0.0742857142857143,0.064375,0.08058823529411765,0.05833333333333333,0.06884615384615385,0.07037037037037037
step,turn right,accel_mid,turn dur,mean,0.05976190476190476,0.06538461538461537,0.06375000000000001,0.057894736842105256,0.06333333333333334,0.0604255319148936,0.06599999999999999,0.07769230769230766,0.054218749999999996,0.0675,0.06391304347826086,0.054000000000000006,0.06254901960784313
step,turn right,accel_high,turn dur,mean,0.07363636363636365,0.05619047619047621,0.0476923076923077,0.05263157894736842,0.056400000000000006,0.058800000000000005,0.05761904761904764,0.06952380952380953,0.05562500000000001,0.05764705882352941,0.061250000000000006,0.05346153846153846,0.05333333333333334
step,turn right,accel_low,turn angular velocity,mean,1.0338935702123024,1.7875750018149703,1.908412346308865,1.3467376486242895,1.3820955839503546,1.3399575222486766,1.4052647987054936,1.5645099988579876,1.9964705429697496,1.5440965851053627,1.5381645189666815,1.1801383615471763,1.4420091418582488
step,turn right,accel_mid,turn angular velocity,mean,1.2291624299138189,1.9106690160001993,2.0790290311041946,1.8411845914199514,1.5358106114654273,1.4824330024529928,1.7828449553429717,1.6553492486962522,1.4059915771847962,1.7206509958677518,1.154016849994192,1.520300055558769,1.8002148244690606
step,turn right,accel_high,turn angular velocity,mean,1.2733523718569775,2.755191870169651,2.195324720416191,2.050477464798695,1.934534390811023,1.6876597776664863,2.0323984022275474,2.1228654886867857,1.762531200723445,2.3775805264900014,1.2426478917812371,2.2199374000175878,2.074293026167502
step,turn right,accel_low,bend angle reached,mean,0.9724864651073193,1.6031642933963912,1.4751318482601259,1.2017318902027152,1.09618316246096,1.0402138733580744,1.2745450626007826,1.4750993208333416,1.2751870836110244,1.8311396500063952,0.7542833148482101,1.376805253423278,1.3055785676828473
step,turn right,accel_mid,bend angle reached,mean,0.9584217921562209,1.44435518113308,1.623751210104393,1.1540699913538799,1.05080434022845,1.1733850461917998,1.4588488311123964,1.6254013344054317,1.0695105561062395,1.6315096243911134,1.054200536018782,0.9741411235250753,1.3817538329386998
step,turn right,accel_high,bend angle reached,mean,1.3503693372208643,1.451475861706513,1.151485627032632,1.2264703439956457,1.0629937806561423,1.191531303686759,1.4023036748817999,1.5986753831653993,1.15713295901699,1.7415879460648611,1.0078067783215323,0.9560133823668069,1.2191506815093751
step,turn right,accel_low,bend angle traveled,mean,1.7936341882620062,3.3695515364042876,3.3061404355615824,2.17568866846673,2.2465363523732322,1.706072069796162,2.2615011613687352,2.8627955303986123,2.0355591298742857,3.021057712042037,1.2741177320403216,2.0077017834813193,2.809748449256718
step,turn right,accel_mid,bend angle traveled,mean,1.754906737806054,3.0308249893538735,3.7524847647854966,2.462860717505111,2.571735985505134,2.1598082581816103,2.660949314495869,3.0922703061063213,2.170777208393143,3.2273895831512927,1.7444849131546734,1.748393544645829,2.9397781128412395
step,turn right,accel_high,bend angle traveled,mean,1.9610614632609547,3.312042528574629,2.9783072397840984,2.7152011018783337,2.715343624344101,2.6031718513314486,2.8231341711903672,3.167804673362214,2.366886271118959,3.4703439023589095,1.6565903321816833,2.0343275170240678,2.954417146770098
step,turn right,accel_low,bend angular velocity,mean,13.246715367371223,23.954631896895076,23.097789514772863,13.814054982916502,15.66308244598979,15.41146701702005,15.069280038021123,20.580861535914096,14.94698502671681,21.566823939734032,9.684701140195358,14.367256453624965,19.32086990862403
step,turn right,accel_mid,bend angular velocity,mean,12.96571632512406,22.847881861659523,27.592119731522402,18.59307896180385,18.50107572274173,15.95500945401093,19.493059480302623,22.679282016685352,16.80907470014536,23.24217826567259,13.446204965252264,15.092629009488347,21.708922941663264
step,turn right,accel_high,bend angular velocity,mean,17.057989515869483,27.438680547166015,27.036639194400014,19.48391643697779,19.410607933128425,21.27159256315443,21.82579614461163,23.121188323939325,20.28977813985785,26.91394233897378,13.269415371809421,21.647243228670497,25.391305482056925
step,turn right,accel_low,bend dur,mean,0.18545454545454546,0.19857142857142857,0.18846153846153849,0.1968421052631579,0.1924,0.15560000000000002,0.2123809523809524,0.19571428571428567,0.153125,0.23529411764705882,0.14041666666666666,0.16999999999999998,0.1981481481481482
step,turn right,accel_mid,bend dur,mean,0.18166666666666667,0.17794871794871797,0.18583333333333332,0.19684210526315793,0.19645833333333332,0.16893617021276597,0.193,0.1817948717948718,0.15218750000000003,0.20500000000000002,0.15695652173913044,0.141,0.16078431372549026
step,turn right,accel_high,bend dur,mean,0.14272727272727273,0.17333333333333334,0.13846153846153847,0.18263157894736842,0.18400000000000002,0.17120000000000002,0.16428571428571428,0.16476190476190478,0.13968750000000002,0.1641176470588235,0.1525,0.12884615384615383,0.14962962962962964
step,turn right,accel_low,bend pos,mean,0.368200036774395,0.4554316640299375,0.43947545667460974,0.3896497600972008,0.2715138151462305,0.31422100265761055,0.36429641564280985,0.3738763547448122,0.35973160746338795,0.5297639036631664,0.28717557614994954,0.37312035803645727,0.4100486972473193
step,turn right,accel_mid,bend pos,mean,0.3254503981074061,0.414371962821956,0.49359486564797833,0.4198029360928061,0.2974975334912494,0.3734499888878138,0.4316758728294262,0.3905150882928093,0.3090465257929263,0.4824703545838853,0.33093492186799517,0.2767665686358887,0.43236180637448607
step,turn right,accel_high,bend pos,mean,0.42065968390302577,0.4330010981427754,0.36057510012396815,0.41138021603074665,0.27038204354213247,0.31416369177276915,0.4267230326528017,0.3996557300944964,0.3450210784070585,0.48735654929753003,0.3389078702147296,0.2801180779166201,0.3815822616059371
step,turn right,step dur_low,current speed,mean,0.25869521693573827,0.6651016214269254,0.6405633175884743,0.264753701120531,0.3619323067388486,0.29373161852756735,0.4055161861494639,0.4361867151061638,0.292424653735405,0.525531168874086,0.18488394767518562,0.23844589606467106,0.47965588249641505
step,turn right,step dur_mid,current speed,mean,0.2879881379503288,0.5147049419568166,0.6259062506113108,0.35896774980887586,0.3727538965299678,0.28900204775139965,0.4283934689468298,0.4141590771732766,0.3344240720656121,0.4181913803380712,0.19305933957675606,0.249116693849285,0.5277114036031901
step,turn right,step dur_high,current speed,mean,0.3052031610009708,0.5111301935954221,0.5428513336350694,0.40516395754921436,0.39369953265831686,0.30823746380992784,0.4493880921960764,0.4289509005908798,0.36116211798253006,0.33790496004914033,0.21063119106102363,0.28024681915582694,0.5054776068169324
step,turn right,step dur_low,step length,mean,0.03993720853525308,0.2918508268918464,0.1610758265324314,0.08187236987763435,0.13552797667446914,0.049434323952589836,0.14350918840886048,0.08726468510116725,0.05379171963764324,0.17367919618260974,0.03436058543306592,0.03786819193525625,0.16004204270641012
step,turn right,step dur_mid,step length,mean,0.11318438773268517,0.32394325625028014,0.24291560447872906,0.206243510578416,0.20259087925152483,0.09303306652079361,0.26193687242915276,0.18426426746674396,0.092721366810968,0.2314964456575651,0.06351528957275654,0.06687546785133074,0.24180978838583414
step,turn right,step dur_high,step length,mean,0.19798118481225427,0.40343932605904415,0.27802357339457884,0.3114635639927296,0.2726610836668022,0.16776199293301536,0.36597140523961935,0.3078275529402852,0.17717616041388284,0.23976463747616109,0.10315966375987863,0.12182071685943048,0.29094570219969634
step,turn right,step dur_low,speed change,mean,0.1280633156313614,0.4400370692389272,0.3042217911132748,0.14311211772650195,0.21572034846761126,0.15546899282135046,0.25411037550286414,0.19891088148764505,0.1614940622999052,0.34438867535808065,0.0904381203268193,0.13029624565477751,0.27031719262002785
step,turn right,step dur_mid,speed change,mean,0.13329754442446348,0.39408507545501126,0.32340099752107604,0.2678526379075133,0.2557937876121584,0.18923803473401954,0.31545351736385197,0.2703441276742937,0.1769658530359685,0.27268869388074174,0.12598872488912702,0.18381042573934364,0.32860132190241603
step,turn right,step dur_high,speed change,mean,0.14206443971033514,0.38578462640664146,0.3075898554926689,0.31654817996801493,0.2788615160696459,0.17201990895329441,0.40637649016134725,0.37597173079920615,0.23362651272173263,0.24165229561129634,0.14979095371687184,0.13548655606115945,0.3793218122901351
step,turn right,step dur_low,velocity change,mean,0.20048253722052006,0.7631363658266852,0.5827156843938477,0.23965879696966041,0.2990478801573271,0.2497417311321366,0.37636521664956213,0.5003459734220499,0.24312021699784267,0.6215586783451531,0.11364994899152313,0.1637522713660767,0.4130388384868154
step,turn right,step dur_mid,velocity change,mean,0.192286430350819,0.5966524904934334,0.4889009883173854,0.33752909516431645,0.3263325967410718,0.2312508686120469,0.4168052262749047,0.4263540832258328,0.2427389743535883,0.4145536211125005,0.1527537894463332,0.22274654315478362,0.43035570612717616
step,turn right,step dur_high,velocity change,mean,0.22311676368345548,0.5366218125449578,0.5205351571740405,0.39660708988383964,0.3822415911297114,0.2357622300864685,0.5056132497153234,0.48734319833755424,0.27622677628980113,0.358670967160422,0.18634369923104316,0.2021712415045324,0.4962410815155878
step,turn right,step dur_low,accel,mean,2.249831135688452,4.1093119180942,3.571338306361789,1.8177234044267148,2.475810225037508,2.717237174272837,2.4210112601004505,2.3942569827948934,4.206404758166946,3.5101759800130616,1.3667646238108568,2.687143544544273,2.9533805314703216
