,0,1,2,3,4,5,6,7,8,9,10,11,12
videoname,PT inj_WT_B1_6OH_N1,PT inj_WT_B1_6OH_N2,PT inj_WT_B1_6OH_N3,PT inj_WT_B1_6OH_N4(1),PT inj_WT_B1_6OH_N5,PT inj_WT_B1_6OH_N6,PT inj_WT_B1_6OH_N7(2),PT inj_WT_B1_veh_N1,PT inj_WT_B1_veh_N2,PT inj_WT_B1_veh_N3(3),PT inj_WT_B1_veh_N4(1),PT inj_WT_B1_veh_N5,PT inj_WT_B1_veh_N6
step turn right_bend angle max_max,2.9488421904847923,2.7389215600498145,3.321914756909359,3.7569405806253675,3.4008930505101747,4.525774443949709,2.1098414430294534,6.47775010282826,4.0667280477359995,3.1506576343109876,3.098122511154551,3.2926062338986313,4.924389479974854
step turn right_bend angle mean_mean,1.063270117740223,1.5511047014553327,1.376692828016174,1.38148503057225,1.3188985823718888,1.1828739417905267,1.2249380145029876,1.6015384774954275,1.0532230188985463,1.5597247422758156,0.9515020972631252,0.9722962403878728,1.2911314505737583
step turn right_bend angle mean_std,0.5363978188030709,0.46083492477113014,0.8003590184429483,0.5368344069899231,0.4575660833415394,0.6560570926588609,0.39846423507376993,0.8579510690615305,0.5803393591563345,0.5576928667221708,0.5107643716632373,0.5203137218760154,0.620910259100294
step turn right_bend angle mean_max,2.9488421904847923,2.7389215600498145,3.321914756909359,3.7569405806253675,3.4008930505101747,4.525774443949709,2.1098414430294534,6.47775010282826,4.0667280477359995,3.1506576343109876,3.098122511154551,3.2926062338986313,4.924389479974854
step turn right_bend angle traveled total_mean,1.8241966588974101,3.191551233942696,3.4564804895140124,2.457174412421521,2.530569831604239,2.1637252858068288,2.614551751029217,3.0613095747383228,2.2167589423822625,3.2548756309772617,1.6199372523674873,1.9081233021444002,2.928047014274952
step turn right_bend angle traveled total_std,0.7589441394766677,0.7149347030690342,1.270995269268501,0.7293320527747497,0.892722235384822,1.08020142543061,0.593600018131647,1.0961289824576823,0.9688750934737155,0.8112049927896092,0.7377634961104169,0.9756670954514819,0.8716607938032845
step turn right_bend angle traveled total_max,4.2686925639339695,5.305103662120239,6.46598222181117,4.328548453917256,6.531506781791609,7.33800379049815,4.1802221015105,6.47775010282826,5.348236383195027,6.223557650993753,4.081451333703239,8.250028021715721,7.285200883075228
step turn right_bend angular velocity max_mean,14.56193912652321,24.32502412259265,26.738343399496397,17.93767857129557,18.11081735657002,18.025552768104824,19.1020123776767,22.81607984157956,18.134009898388832,23.89016070033789,13.17080208803131,17.63242482456426,22.32408530580513
step turn right_bend angular velocity max_std,5.415083025113662,4.807110627270835,6.909556821557691,4.4723679745159215,4.695761395534394,10.08911466203034,4.179273280201407,6.207371015507035,5.996314861074982,5.039241704920653,4.897805371136818,17.99514151462005,5.243292541846615
step turn right_bend angular velocity max_max,28.630164383110813,38.97718082290084,42.4870656386726,28.684522001165753,34.008930505101745,90.51548887899419,29.174864876455782,40.48593814267662,47.933093188109765,38.06432270125644,29.92952316955359,192.51094628587316,38.258321485321325
step turn right_bend amp max_mean,6.252444003555143,10.487664636056325,8.281753855147764,8.904151451445221,3.7341353563417345,7.039692209813536,8.837550288650247,7.698130435450306,5.89342419242966,9.16118970774118,4.8599340522433625,5.414634955936615,8.236355037567812
step turn right_bend amp max_std,3.0470565626650377,2.3069450957235396,3.3234108722045326,2.7201900798341128,2.6873931595023337,4.194621381484191,2.6299386512894736,2.9085705905133503,2.8666503608999765,1.982150139228108,2.9765707051860253,3.4225931728751267,2.2416041690460715
step turn right_bend amp max_max,13.75989276629944,15.510451212482465,13.812324847941776,15.890443525217698,10.780890323401552,17.32315675887974,15.043470427612004,12.755419255463107,13.827008975725192,12.807473307409236,14.298840779746094,15.243325555501949,14.327676932745465
step turn right_period_mean,0.3069767441860465,0.2617283950617284,0.2232,0.3231578947368421,0.2940816326530612,0.28494845360824744,0.26439024390243904,0.2977777777777778,0.25640625000000006,0.2736363636363637,0.31893617021276605,0.2584313725490196,0.24628571428571436
step turn right_period_std,0.09743860531506778,0.059430424099462524,0.09038331072240526,0.14292385409782177,0.06606520887813107,0.11449275551445208,0.08332737106042054,0.12124355652982141,0.1129820163726159,0.07923939120715857,0.13505449386102167,0.09849104194114261,0.13284792594757144
step turn right_period_max,0.72,0.48,0.4,1.04,0.64,0.84,0.44,0.8,0.64,0.4,0.88,0.64,1.16
step turn right_bend dur_mean,0.1732558139534884,0.18209876543209877,0.17740000000000003,0.19394736842105265,0.1930612244897959,0.16855670103092782,0.19304878048780486,0.18283950617283948,0.15296875,0.2040909090909091,0.15308510638297876,0.1462745098039216,0.17038095238095238
step turn right_bend dur_std,0.07063479996290974,0.034267916824003035,0.051500346739470744,0.053692431431091446,0.050449692473295775,0.06703527819243216,0.045234342475990195,0.059460797335329156,0.05598592870175885,0.05925115442503463,0.05976704949972469,0.05457162735463885,0.04710715708981225
step turn right_bend dur_max,0.33,0.27,0.38,0.29000000000000004,0.31,0.34,0.32999999999999996,0.36,0.32,0.32,0.33,0.28,0.43
step turn right_bend pos_mean,0.3607422159931897,0.42984684636645987,0.4449386802786598,0.4101589620783899,0.29033260758322815,0.34290481276790447,0.41315174789493775,0.38857113858080294,0.33126334842061467,0.4959105916214572,0.3217979693476604,0.3036657469618348,0.4135665525155878
step turn right_bend pos_std,0.15371837064050614,0.10350738401998799,0.14728259815280867,0.12341682372341216,0.13473076485250152,0.18000446222654182,0.1041612330375529,0.13983193592621335,0.14084668658138658,0.09572095302253776,0.1672582282354379,0.19606490872156315,0.11142691376578343
step turn right_bend pos_max,0.6343818866129438,0.6333566552600804,0.6808716993257931,0.6758819030642669,0.6339809660035403,0.7090895501521648,0.6615228481067753,0.6430889511462451,0.6687580231177158,0.6641928675469881,0.6920310036883599,0.6920928575539594,0.6541109146612673
step_with turn_count,151,116,147,127,137,176,117,143,196,126,173,191,147
step_no overall turn_count,26,2,41,18,3,53,12,24,62,11,75,98,17
step_with turn vs no overall turn_count,-0.1390728476821192,-0.39655172413793105,0.3197278911564626,-0.1968503937007874,-0.4306569343065693,-0.10227272727272728,-0.4017094017094017,-0.13286713286713286,-0.30612244897959184,-0.047619047619047616,-0.08670520231213873,-0.06806282722513089,-0.42857142857142855
step with turn_step length_mean,17.949815425878047,51.31895446898108,30.790868645290168,27.169906812059114,27.42417043780847,17.084412443937914,34.03820405591038,26.475152751280223,13.249590366469738,28.275491477625824,8.701928127676599,10.733690435517385,28.367809140073657
step with turn_step length_std,11.284803439666476,14.375892679609654,10.993591639037849,15.051313246381664,9.93325249182743,10.044352503716068,14.640402676396157,13.711559214857743,8.704071569894575,8.585541873675194,5.379963727914013,6.639272419588437,8.78052659472992
step with turn_step length_max,57.298755759599636,107.08978591233898,59.978108659456936,71.72884729538349,62.27239234032538,43.41373820912892,71.52593161392508,79.32158389741306,47.73212275016549,54.229179129663095,25.4016472168062,42.26438264954232,45.28528445023932
step with turn_step speed change_mean,20.875488215242573,62.98007487980867,47.69784308736682,34.77090105487373,31.771525902205624,28.888688832879925,42.50016056848908,36.68029213436416,24.84131610655363,33.486853087432365,16.36351496902975,21.98932910165875,37.93740550268208
step with turn_step speed change_std,12.120021035414386,44.20473043772864,28.105936236538025,16.45523791278102,14.86448873568072,16.44120088389302,18.118114427776636,20.323944346221186,13.955607868635976,18.591908887293236,10.205990243701443,11.941827024186358,15.014453091551966
step with turn_step speed change_max,72.89383239851992,408.88188755807704,270.7535971233491,73.95657800296888,92.16214057335948,124.33315757976479,85.20883009677081,99.73770229711431,92.57959214688807,94.51455784332641,84.40176117314445,55.21441464916244,75.72319095110993
step with turn_step velocity change_mean,30.536292451504934,98.02664802882254,69.09733599286689,45.607921843551786,43.29713688603377,38.981995491666204,57.88771597268184,60.71365147708333,32.554765178951726,57.05511600324644,20.605964827159475,28.2629690481238,53.0662249697599
step with turn_step velocity change_std,17.306130665183847,56.54699257778172,36.06078965719681,19.14355638338138,18.724605145596,21.931088445974368,20.849459687270176,27.248139463760477,18.780523620583114,23.781131069817285,10.884625703543199,13.44910397255694,18.06621231820704
step with turn_step velocity change_max,102.90343591498227,431.6661862246441,280.8271376060479,101.91344083038003,115.78576079371945,147.1747139992798,124.86530301788778,162.10739971821803,184.35093804536837,156.21475505951366,85.16940753648227,94.2166191256338,122.94924470783376
step with turn_step accel_mean,251.52090322018165,655.784999267654,511.3359239989568,379.2346656885883,377.60970017999,386.6867841103596,411.4580085929376,390.6375377103885,368.2999548123235,326.73790829807757,230.08195658893484,333.18678318509734,429.8562875401706
step with turn_step accel_std,179.76271905449286,732.330525875517,326.2729983704538,212.72764301164054,226.80824186075782,322.2145333408151,208.14094861553824,315.89342011037746,449.2920240035594,187.5760756768194,370.97038704647815,246.51997340405276,305.4998429209242
step with turn_step accel_max,1412.2603545500504,7263.068373226307,3384.4199640418638,1707.8601083734384,2096.4126411356065,3031.763296876037,1997.654657827298,3484.3372673157974,3877.1343425989885,1200.4163660287147,4798.966335313042,1886.6982233521774,2836.903141094007
step with turn_step dur_mean,0.4208609271523179,0.6173275862068967,0.4105442176870748,0.51503937007874,0.5207299270072993,0.34045454545454545,0.5663247863247863,0.4693006993006993,0.3094387755102041,0.5545238095238096,0.32635838150289015,0.2785340314136126,0.45503401360544216
step with turn_step dur_std,0.19363863387713035,0.18298661276108455,0.12773464743244886,0.21057696257628478,0.1684864937705182,0.15357759576864694,0.2185989805423049,0.2121806642823096,0.1362659214937624,0.17483984508278264,0.12595232072113502,0.12487866803623535,0.11785395042030218
step with turn_step dur_max,0.93,1.01,0.73,1.13,1.26,0.85,1.12,1.06,1.09,1.07,0.74,0.81,0.94
step with turn_turn angle overall_mean,0.5591809569672826,0.9117133997207983,0.6881200423232242,0.5696012999939352,0.5495485415164304,0.5662374043479897,0.6609663037403692,0.9091477680082688,0.5293567287476062,0.8380134021343243,0.5825334086400594,0.48784523501762184,0.6107262652404918
step with turn_turn angle overall_std,0.4963756837965244,0.7408540918307518,0.6181635670224855,0.4224201192454555,0.3615609766905558,0.5308743848962687,0.37249122911758786,0.760399663587767,0.5947958490006923,0.4562848526908726,0.975423364593527,0.5750750951519078,0.4540361713032617
step with turn_turn angle overall_max,2.594306435152588,5.590771816681816,3.047852099973598,2.07191323078224,2.6449813491307745,2.5909456555794748,2.0368937768593813,4.704521308786787,6.03297107350702,2.60971750180531,9.631034231554121,5.955857905119231,2.721171546875194
step with turn_turn angle max_mean,0.566937773537689,0.9585403483278558,0.783390160452342,0.5846809763937453,0.5794623904937795,0.577521890456207,0.7201215396504744,0.9353529737311554,0.5370150958507286,0.8610654427009704,0.5880597496175084,0.49738990970189595,0.6850241511319065
step with turn_turn angle max_std,0.48587996247014253,0.7706938136849896,0.5852616938209239,0.414075794096586,0.3529770811638086,0.5276960206806744,0.3289548790433788,0.7369168248274796,0.5731577819846688,0.41921327407379266,0.9743337128196098,0.5964476953471693,0.41126685117108497
step with turn_turn angle max_max,2.594306435152588,6.426225578999201,2.9313764729654785,2.07191323078224,2.7955078072612904,2.587356033209968,2.0368937768593813,4.704521308786787,6.153032083480932,2.60971750180531,9.631034231554121,6.172582380769692,2.721171546875194
step with turn_turn angle sum_mean,0.6117372530464199,1.0205515000596006,0.905072257389609,0.6158334606961181,0.6109499588584986,0.6227000794252394,0.7796085094039011,1.0789713691171032,0.6051463388904328,0.8966897849560015,0.7328839813779022,0.5555186897737772,0.7714957963696751
step with turn_turn angle sum_std,0.6179581705766868,0.8172224483028457,0.6241199868981787,0.4509559328351264,0.35272571640395844,0.6272782808292525,0.3067806121533249,1.198260756328091,0.7060444285372182,0.4142520974291507,2.2715685813061555,0.7795675870643298,0.38532002166633295
step with turn_turn angle sum_max,5.188612870305176,7.232237692956524,3.8421509987797657,2.948392825502175,2.9460342653918064,5.174712066419936,2.0368937768593813,9.409042617573574,6.273093093454844,2.60971750180531,28.893102694662364,6.990293315375428,2.721171546875194
step with turn_turn dur max_mean,0.06370860927152319,0.06448275862068965,0.06074829931972789,0.0568503937007874,0.06116788321167884,0.059318181818181825,0.06547008547008547,0.0718881118881119,0.056224489795918375,0.06896825396825398,0.063121387283237,0.056649214659685865,0.06210884353741496
step with turn_turn dur max_std,0.02765540077549013,0.0172624159519388,0.020003028379426708,0.020767067465427343,0.01698033869226133,0.02569248715293823,0.018170444289622834,0.03730255152982541,0.0189744933311605,0.0184966749478652,0.02792373863685887,0.021867483356055466,0.019417238934295374
step with turn_turn dur max_max,0.19,0.11,0.12,0.13,0.12,0.14,0.13,0.32,0.13,0.13,0.18,0.17,0.13
step with turn_turn dur sum_mean,0.06966887417218542,0.07681034482758622,0.08272108843537415,0.06267716535433071,0.06948905109489051,0.06636363636363636,0.07837606837606839,0.08846153846153845,0.06571428571428573,0.07611111111111113,0.07023121387283238,0.06397905759162305,0.08102040816326529
step with turn_turn dur sum_std,0.04186354370321185,0.021492127494221833,0.02778483431631861,0.02700525577586815,0.01971566889122082,0.03466350301914741,0.018380896424674036,0.07118026799995941,0.036864269407847476,0.019553914072521533,0.042617194876004474,0.03482103993658269,0.023105911414571276
step with turn_turn dur sum_max,0.38,0.18000000000000002,0.19,0.25,0.16,0.26,0.13,0.64,0.35,0.15,0.42000000000000004,0.34,0.14
step with turn_turn angular velocity max_mean,1.2849447720931169,2.270713888925984,2.217107919852212,1.793135634530805,1.5533416783404554,1.667038602035367,1.7240118603087182,1.8207263280469945,1.7599281261668795,1.8277080328154558,1.4838914123177342,1.9087457345664358,1.7893159597653205
step with turn_turn angular velocity max_std,0.4890220919251575,1.3250873985919884,1.9247540525955043,0.6772778809246643,0.5491143886071725,2.021467687982974,0.5375055893758829,0.7131860243654257,2.10046307858041,0.567352167152974,2.4941560200861868,3.5523080863954504,0.561440399122943
step with turn_turn angular velocity max_max,3.6836331397381294,13.114746079590207,23.989732647117563,4.297477466034808,4.131347943999458,26.14596234410077,3.328960134184178,3.7993135964001667,24.612128333923728,3.9290076450028355,30.975892725182185,25.34707403929428,4.93773630268195
step with turn_bend angle max_mean,1.1151463912375155,1.6595479061414058,1.5644703350807134,1.2724631976851346,1.2382706569833097,1.2892890096671028,1.344090224896264,1.6074204534262606,1.1459006755083332,1.6364647804537666,0.9777828147640723,1.0074174679432824,1.3889522456607397
step with turn_bend angle max_std,0.5774934948578816,0.5271144367180765,0.6042691154402564,0.5825029969194148,0.45428798027132666,0.7651672605854115,0.36283529571363815,0.793367334851851,0.6314298987618762,0.49324394890495643,0.49062914398948587,0.5759588305797713,0.5325389402981107
step with turn_bend angle max_max,3.1888719110330994,3.457862142289983,3.5468866693538437,3.822636063589445,3.4008930505101747,4.525774443949709,2.6906891197549,6.47775010282826,4.953397492634162,3.1506576343109876,3.098122511154551,3.8804434380619144,4.924389479974854
step with turn_bend angle mean_mean,1.1013260710066113,1.5763349145690944,1.381754723698251,1.2554290720219092,1.229542258549115,1.2400603220925464,1.2642431302367823,1.5532986280025252,1.0826133110152345,1.5514087052555063,0.949701432763819,0.9559913205778439,1.2911977298484654
step with turn_bend angle mean_std,0.5892724349424108,0.5776810573813589,0.6840930914458582,0.5969636508869135,0.4626323222567185,0.7788811573911618,0.4413437457229874,0.834915291291136,0.6382524121020113,0.5666617794132462,0.49077861736034367,0.5744074505917627,0.6024749777105604
step with turn_bend angle mean_max,3.1888719110330994,3.335730895969668,3.5468866693538437,3.822636063589445,3.4008930505101747,4.525774443949709,2.6906891197549,6.47775010282826,4.953397492634162,3.1506576343109876,3.098122511154551,3.8804434380619144,4.924389479974854
step with turn_bend angle traveled total_mean,1.9298185861652832,3.3969042575060326,3.4267397830876787,2.3108015536063067,2.3747085195858393,2.258378062587231,2.5866380368138695,3.08012572177349,2.245448718625525,3.20410558293739,1.7285467317571754,1.934125635080595,2.9196572964615024
step with turn_bend angle traveled total_std,0.9304501588219808,1.1000797335301045,1.0956723748696977,0.8279657476090556,0.90966492617507,1.0405883746462175,0.7130634616107979,1.193202266008455,1.0106500342532978,0.8534472844733524,0.7910872567050103,1.0035632677345212,0.8750550824709551
step with turn_bend angle traveled total_max,5.37923553384006,8.26385158389158,7.155195020763534,5.107760971663326,6.531506781791609,7.33800379049815,5.431475068345479,6.47775010282826,6.481148459641171,6.223557650993753,5.231034492541492,8.250028021715721,7.285200883075228
step with turn_bend angular velocity max_mean,14.47826002388167,25.299712686768697,26.035415446700725,17.68630696027759,17.182986832788867,18.252003978702685,18.979080269363095,23.396698321838652,19.016158509778997,23.81174705235582,14.415958168500323,17.18879635840964,22.52561877374404
step with turn_bend angular velocity max_std,5.05301505047548,5.928594948564436,6.297914393799977,4.8423093525669625,5.039384939551628,8.460969522423726,4.294850037231451,7.476629456073749,7.190752270663759,5.22175294831731,7.693308247822796,13.877769774936258,5.281279425878137
step with turn_bend angular velocity max_max,29.62767551884945,45.28338724815215,55.02194641131546,33.54563801217799,34.008930505101745,90.51548887899419,29.896545775054445,61.96379651532218,64.08745102259368,44.69939924126545,84.47434274336564,192.51094628587316,38.258321485321325
step with turn_bend amp max_mean,5.821222119204459,10.498068348419805,7.927731051621894,7.461452508283186,4.746456403234442,6.919652807114786,8.95719084032147,7.882504381668314,5.584423017907927,8.6057977345547,4.614664427647743,5.046991143763821,8.00354414011746
step with turn_bend amp max_std,3.43120382297991,2.3748915754792654,2.942294961887357,3.5658569694792757,3.139759781610858,4.076415395438477,2.7108902914279267,3.1448900537900006,2.8251362617863967,2.219791249585756,3.0096293826229905,3.3125141411341565,2.457368749297659
step with turn_bend amp max_max,13.75989276629944,15.510451212482465,13.812324847941776,15.890443525217698,11.804212589768515,17.32315675887974,15.043470427612004,13.703027230472046,13.827008975725192,12.807473307409236,14.298840779746094,15.609887410894844,14.327676932745465
step with turn_period_mean,0.3210596026490066,0.2565517241379311,0.23455782312925172,0.29637795275590567,0.29021897810218983,0.28625,0.2736752136752137,0.2865734265734266,0.2557142857142857,0.26888888888888896,0.3030057803468208,0.2581151832460733,0.2420408163265307
step with turn_period_std,0.1368558965621908,0.06499636709949205,0.10903205066374339,0.12950252367056547,0.0641742475526441,0.11700854669638454,0.08298938746650694,0.11048615294735123,0.11146575879890373,0.07242344617287662,0.1201558337534969,0.11308407366037067,0.11969675597571502
step with turn_period_max,0.88,0.48,0.72,1.04,0.64,0.84,0.44,0.8,0.64,0.4,0.88,0.64,1.16
step with turn_bend dur_mean,0.18086092715231789,0.18250000000000002,0.17346938775510204,0.18086614173228346,0.18656934306569342,0.1658522727272727,0.1862393162393162,0.18167832167832168,0.15015306122448982,0.19690476190476194,0.15595375722543353,0.14460732984293195,0.17197278911564626
step with turn_bend dur_std,0.07622720771790077,0.04087893047184257,0.04443947802525178,0.05893261718546835,0.05279591612164796,0.062795457483161,0.053348666009992066,0.062415983123524345,0.05499162678282826,0.0530880669938439,0.06277347749711061,0.05504761334939341,0.049513239626709296
step with turn_bend dur_max,0.42000000000000004,0.3,0.38,0.36,0.33,0.34,0.32999999999999996,0.36,0.32,0.32,0.39999999999999997,0.28,0.43
step with turn_bend pos_mean,0.32942116752619305,0.4464802123518663,0.3924759356418128,0.3547614044485392,0.35459717004590796,0.3448512090260033,0.4285038217003578,0.3970602784216142,0.3174973715329537,0.46026534174057837,0.3075231692134283,0.2896075617628522,0.40549284206845737
step with turn_bend pos_std,0.1732030860444125,0.11966489913710145,0.13866854276162052,0.15408681384181092,0.1705026792615607,0.1841748169104823,0.11366363774632149,0.15585558476209344,0.1529820584399652,0.11752575623093409,0.1751695840030422,0.1919846413553201,0.11595490620617896
step with turn_bend pos_max,0.6959392884179781,0.7191564227319465,0.6808716993257931,0.6836284755844128,0.674786057852894,0.7162122936360715,0.6893363618180381,0.6931018743324874,0.6891262544762895,0.6999332397899327,0.6920310036883599,0.8015367352375966,0.6541109146612673
step no overall turn_step length_mean,17.6604171202274,47.62589954075344,30.741814590348852,22.951338199213264,16.33900976196516,17.14782487645833,25.306099460364035,19.76826737745343,15.377720584741622,25.11444878111455,9.770730298753971,11.456837449951053,32.7423541812732
step no overall turn_step length_std,8.78962406272506,17.980921926504994,11.366643882085835,13.923736844818096,3.5131421440805375,12.239399264045591,7.971810958532862,15.483090603808309,8.11302474167224,11.966211541380472,6.33762672160589,5.614127461647304,12.877492679279445
step no overall turn_step length_max,31.961542820150516,60.34033136697099,52.281323904222155,49.90530066049565,19.617281999595193,79.7093833468343,36.38868591131234,52.48771580970889,34.30786673331665,51.98085005111634,32.64780053808574,25.926633856320258,53.47501975345994
step no overall turn_step speed change_mean,18.464358451571787,107.24928035255472,41.64408590595503,32.569478737269336,13.655429090404134,21.13856200470686,26.73330284161466,28.832019110538884,26.385255954013164,43.29755324919318,13.317664360304962,19.589452781625003,37.61689979160994
step no overall turn_step speed change_std,10.560535623818511,14.26509497000665,21.63894509745338,20.748901821414993,8.507337903540503,12.030850943459312,16.466541709797774,23.776232670404102,14.135819523856693,32.5379674643308,5.852745238021345,11.697543804232625,17.963902546792617
step no overall turn_step speed change_max,49.08923712859462,117.33622574011653,117.40749996039742,62.84041862018872,22.435283769741858,50.15690897155178,63.40504895126168,81.70607732494985,58.20537605286583,130.315748245569,32.95211106946252,51.740349354039104,69.69858737638131
step no overall turn_step velocity change_mean,4.318291769931457,48.767122992636224,36.89449620894332,22.591757212000683,7.4835751573008835,6.665746632922224,12.294368550353907,12.11111438237378,11.53328318474238,36.24540874987746,1.654711881395698,2.0481432425793784,36.360462044281185
step no overall turn_step velocity change_std,12.528662860705943,68.96712673410295,25.95799935920062,25.85843181083905,12.961932394705382,14.092743928286817,22.86944604181901,25.21541995691234,19.72397045992858,38.70568876358719,5.709557789121966,7.830572244110155,20.354816175344578
step no overall turn_step velocity change_max,49.13548933874731,97.53424598527245,117.4160248463154,62.87417603270174,22.45072547190265,50.27295846193465,63.56188888952629,81.42229289847677,58.23843761026226,130.31765025597042,27.886169537182916,38.10020327230911,69.7049373158634
step no overall turn_step accel_mean,194.46197907706465,2441.41543716024,450.6735798368014,366.7311362702581,192.0988752116027,288.6968591815217,331.6728663274227,354.30272925647705,344.35767627408217,390.4490881274718,165.66770012507882,307.84998585846495,393.1727453206604
step no overall turn_step accel_std,96.74455234282331,2078.5999040257448,201.84629866965088,247.0817096430775,73.64862458423855,152.9936527181944,190.80326838190058,218.87821651125427,172.79125581646892,235.6426640816082,59.31227739602951,162.35620266406926,154.6586695791585
step no overall turn_step accel_max,426.9014315205221,3911.207524670551,1174.0749996039742,950.5530407416337,249.28093077490954,664.9704863224945,670.7834841324316,907.8453036105537,957.0943975189996,1002.4288326582232,425.7710372787921,857.4192784605433,633.6235216034665
step no overall turn_step dur_mean,0.3973076923076923,0.45,0.38097560975609757,0.4672222222222223,0.42333333333333334,0.3175471698113208,0.4724999999999999,0.3166666666666667,0.30822580645161296,0.3936363636363636,0.3158666666666667,0.26040816326530614,0.49294117647058816
step no overall turn_step dur_std,0.15045418418396192,0.07071067811865474,0.11315486905230329,0.19562285309644875,0.11015141094572208,0.15368431255182913,0.17279125609190468,0.1576365292764302,0.13926651173316065,0.11543593264427911,0.13405417756460455,0.1084560661428837,0.20639054925923672
step no overall turn_step dur_max,0.68,0.5,0.55,0.79,0.55,0.83,0.89,0.64,0.93,0.59,0.9,0.61,1.06
step no overall turn_turn angle overall_mean,0.004636946201302013,0.04053626413638689,0.030455400966332386,0.023276420319498687,0.006699971470945106,0.007587424734303424,0.012000352772743916,0.00550575304242745,0.010535309484071264,0.02974321154726898,0.004012632674188694,0.0019294558699424634,0.03216790714336081
step no overall turn_turn angle overall_std,0.016422527352481012,0.057326934509616435,0.028341413991936848,0.028030414056582575,0.011604690996938909,0.019153993353201056,0.026486251042306737,0.012701491812807879,0.021077966435448427,0.03136321411969197,0.014425328887185179,0.009566349554616625,0.030541762720144798
step no overall turn_turn angle overall_max,0.07351205236758052,0.08107252827277378,0.08669406250871248,0.067239002990501,0.020099914412835318,0.08563314914533482,0.08118171248283446,0.04362281432582282,0.0842658796856881,0.08456875692979691,0.06921017158011811,0.07621105147138652,0.08414656700525036
step no overall turn_turn angle max_mean,0.017157741233725505,0.18618257324335907,0.213159814125192,0.08424688728920031,0.04582747525848655,0.037291752401115805,0.05325809440153347,0.05454383104759116,0.047425671332919556,0.1764972326063129,0.01716126576741098,0.010362554899740951,0.2194410106749103
step no overall turn_turn angle max_std,0.04968485658030995,0.2633019201582805,0.14312786158582588,0.08987798000868392,0.07937551553030438,0.07629158081504737,0.09765907115382512,0.11270537573637766,0.07687147692951472,0.15233575665277477,0.05550476604751943,0.03873116371225313,0.11481795180333457
step no overall turn_turn angle max_max,0.19065590562495893,0.37236514648671815,0.529573693317781,0.2000516621836681,0.13748242577545966,0.2781550799743413,0.24414668853534138,0.3460672269055889,0.24144471940735457,0.406995441058154,0.2584600577406091,0.2162410094888142,0.35780803409851103
step no overall turn_turn angle sum_mean,0.029719824379170475,0.3297713737096277,0.3999098446471619,0.14542650657889963,0.09064799764640934,0.06828758514254575,0.09305687626274195,0.10325248989766717,0.08569708367111362,0.3420124017797494,0.031942975332768644,0.01882986400361208,0.4022788870485298
step no overall turn_turn angle sum_std,0.086244499760439,0.46636714918256184,0.27804752860527976,0.15357632279556416,0.15700693752796496,0.14211486581543847,0.1723017188602239,0.21454057814619862,0.13918061683266342,0.34610363104378883,0.10391063286277612,0.06955077519964352,0.2142886009085693
step no overall turn_turn angle sum_max,0.3374324837727467,0.6595427474192554,1.0449512059638053,0.3535217013518377,0.271943992939228,0.5440204300499047,0.4364275566146185,0.6532849968125243,0.43813896914077866,1.1022495607542262,0.48450476441019497,0.34818841820050617,0.6665034563689716
step no overall turn_turn dur max_mean,0.0038461538461538464,0.02,0.03146341463414635,0.016111111111111114,0.01,0.007169811320754717,0.01,0.008333333333333333,0.009677419354838712,0.02727272727272727,0.0036000000000000003,0.002551020408163265,0.035882352941176476
step no overall turn_turn dur max_std,0.010982503567738305,0.0282842712474619,0.018242940498965087,0.017536143814113784,0.017320508075688773,0.014594171451244876,0.018090680674665814,0.01685401943200769,0.01578209630318159,0.022401298663653004,0.011582839123555247,0.009449946761405252,0.016224527546823887
step no overall turn_turn dur max_max,0.04,0.04,0.06,0.05,0.03,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.06
step no overall turn_turn dur sum_mean,0.007307692307692308,0.035,0.06634146341463415,0.031111111111111114,0.02,0.014339622641509432,0.018333333333333333,0.016666666666666666,0.019032258064516132,0.055454545454545465,0.0068000000000000005,0.005,0.06941176470588235
step no overall turn_turn dur sum_std,0.02069931251180914,0.04949747468305833,0.040850709758887646,0.03393573318683574,0.034641016151377546,0.029581012228628127,0.033799766898963114,0.03383677786420989,0.03087307052014987,0.048859725002017025,0.022309857232392365,0.018233875803134222,0.030510364680566775
step no overall turn_turn dur sum_max,0.07,0.07,0.14,0.1,0.06,0.1,0.09,0.1,0.1,0.14,0.11,0.08,0.1
step no overall turn_turn angular velocity max_mean,0.16792524647036844,1.595431116291874,1.470458790471833,1.0488251912410096,0.5091941695387394,0.47015896719392647,0.4804235726612165,0.38568871161396895,0.5388248110580753,1.1677425228262406,0.18258265275259755,0.09840057661353871,1.651221017409397
step no overall turn_turn angular velocity max_std,0.502768026404261,2.2562803224920147,0.9498938164991361,1.1772307685013943,0.8819501725589374,1.0099413372946704,0.9057107144300878,0.7865565458410804,0.9004380415980516,1.0529307287127039,0.6837186013810035,0.35956236281633397,0.804429125888486
step no overall turn_turn angular velocity max_max,2.1183989513884325,3.190862232583748,3.5887406695871524,3.2609985201988323,1.5275825086162182,3.654633799715512,2.571956223209426,2.2424573608625686,3.0856336829378606,2.8199747206596038,4.506836518244817,1.638423048062022,3.31998642547382
